,Ball 0,,,,,Ball 1,,,,,
,m:,10,,,,m:,10,,,,
,r:,1,,,,r:,1,,,,
,k:,900,,,,k:,900,,,,
,rot: ,true,,,,,,,,,
,u_k: ,0.5,,,,,,,,,
t,s_x,s_y,v_x,v_y,w,s_x,s_y,v_x,v_y,w,
1.46,0.596726,0,-1.85992e-006,0,0,5.88327,0,3,0,0,
1.461,0.596726,0,-1.85992e-006,0,0,5.88627,0,3,0,0,
1.462,0.596726,0,-1.85992e-006,0,0,5.88927,0,3,0,0,
1.463,0.596726,0,-1.85992e-006,0,0,5.89227,0,3,0,0,
1.464,0.596726,0,-1.85992e-006,0,0,5.89527,0,3,0,0,
1.465,0.596726,0,-1.85992e-006,0,0,5.89827,0,3,0,0,
1.466,0.596726,0,-1.85992e-006,0,0,5.90127,0,3,0,0,
1.467,0.596725,0,-1.85992e-006,0,0,5.90427,0,3,0,0,
1.468,0.596725,0,-1.85992e-006,0,0,5.90727,0,3,0,0,
1.469,0.596725,0,-1.85992e-006,0,0,5.91027,0,3,0,0,
1.47,0.596725,0,-1.85992e-006,0,0,5.91327,0,3,0,0,
1.471,0.596725,0,-1.85992e-006,0,0,5.91627,0,3,0,0,
1.472,0.596725,0,-1.85992e-006,0,0,5.91927,0,3,0,0,
1.473,0.596725,0,-1.85992e-006,0,0,5.92227,0,3,0,0,
1.474,0.596725,0,-1.85992e-006,0,0,5.92527,0,3,0,0,
1.475,0.596725,0,-1.85992e-006,0,0,5.92827,0,3,0,0,
1.476,0.596725,0,-1.85992e-006,0,0,5.93127,0,3,0,0,
1.477,0.596725,0,-1.85992e-006,0,0,5.93427,0,3,0,0,
1.478,0.596725,0,-1.85992e-006,0,0,5.93727,0,3,0,0,
1.479,0.596725,0,-1.85992e-006,0,0,5.94027,0,3,0,0,
1.48,0.596725,0,-1.85992e-006,0,0,5.94327,0,3,0,0,
1.481,0.596725,0,-1.85992e-006,0,0,5.94627,0,3,0,0,
1.482,0.596725,0,-1.85992e-006,0,0,5.94927,0,3,0,0,
1.483,0.596725,0,-1.85992e-006,0,0,5.95227,0,3,0,0,
1.484,0.596725,0,-1.85992e-006,0,0,5.95527,0,3,0,0,
1.485,0.596725,0,-1.85992e-006,0,0,5.95827,0,3,0,0,
1.486,0.596725,0,-1.85992e-006,0,0,5.96127,0,3,0,0,
1.487,0.596725,0,-1.85992e-006,0,0,5.96427,0,3,0,0,
1.488,0.596725,0,-1.85992e-006,0,0,5.96727,0,3,0,0,
1.489,0.596725,0,-1.85992e-006,0,0,5.97027,0,3,0,0,
1.49,0.596725,0,-1.85992e-006,0,0,5.97327,0,3,0,0,
1.491,0.596725,0,-1.85992e-006,0,0,5.97627,0,3,0,0,
1.492,0.596725,0,-1.85992e-006,0,0,5.97927,0,3,0,0,
1.493,0.596725,0,-1.85992e-006,0,0,5.98227,0,3,0,0,
1.494,0.596725,0,-1.85992e-006,0,0,5.98527,0,3,0,0,
1.495,0.596725,0,-1.85992e-006,0,0,5.98827,0,3,0,0,
1.496,0.596725,0,-1.85992e-006,0,0,5.99127,0,3,0,0,
1.497,0.596725,0,-1.85992e-006,0,0,5.99427,0,3,0,0,
1.498,0.596725,0,-1.85992e-006,0,0,5.99727,0,3,0,0,
1.499,0.596725,0,-1.85992e-006,0,0,6.00027,0,3,0,0,
1.5,0.596725,0,-1.85992e-006,0,0,6.00327,0,3,0,0,
1.501,0.596725,0,-1.85992e-006,0,0,6.00627,0,3,0,0,
1.502,0.596725,0,-1.85992e-006,0,0,6.00927,0,3,0,0,
1.503,0.596725,0,-1.85992e-006,0,0,6.01227,0,3,0,0,
1.504,0.596725,0,-1.85992e-006,0,0,6.01527,0,3,0,0,
1.505,0.596725,0,-1.85992e-006,0,0,6.01827,0,3,0,0,
1.506,0.596725,0,-1.85992e-006,0,0,6.02127,0,3,0,0,
1.507,0.596725,0,-1.85992e-006,0,0,6.02427,0,3,0,0,
1.508,0.596725,0,-1.85992e-006,0,0,6.02727,0,3,0,0,
1.509,0.596725,0,-1.85992e-006,0,0,6.03027,0,3,0,0,
1.51,0.596725,0,-1.85992e-006,0,0,6.03327,0,3,0,0,
1.511,0.596725,0,-1.85992e-006,0,0,6.03627,0,3,0,0,
1.512,0.596725,0,-1.85992e-006,0,0,6.03927,0,3,0,0,
1.513,0.596725,0,-1.85992e-006,0,0,6.04227,0,3,0,0,
1.514,0.596725,0,-1.85992e-006,0,0,6.04527,0,3,0,0,
1.515,0.596725,0,-1.85992e-006,0,0,6.04827,0,3,0,0,
1.516,0.596725,0,-1.85992e-006,0,0,6.05127,0,3,0,0,
1.517,0.596725,0,-1.85992e-006,0,0,6.05427,0,3,0,0,
1.518,0.596725,0,-1.85992e-006,0,0,6.05727,0,3,0,0,
1.519,0.596725,0,-1.85992e-006,0,0,6.06027,0,3,0,0,
1.52,0.596725,0,-1.85992e-006,0,0,6.06327,0,3,0,0,
1.521,0.596725,0,-1.85992e-006,0,0,6.06627,0,3,0,0,
1.522,0.596725,0,-1.85992e-006,0,0,6.06927,0,3,0,0,
1.523,0.596725,0,-1.85992e-006,0,0,6.07227,0,3,0,0,
1.524,0.596725,0,-1.85992e-006,0,0,6.07527,0,3,0,0,
1.525,0.596725,0,-1.85992e-006,0,0,6.07827,0,3,0,0,
1.526,0.596725,0,-1.85992e-006,0,0,6.08127,0,3,0,0,
1.527,0.596725,0,-1.85992e-006,0,0,6.08427,0,3,0,0,
1.528,0.596725,0,-1.85992e-006,0,0,6.08727,0,3,0,0,
1.529,0.596725,0,-1.85992e-006,0,0,6.09027,0,3,0,0,
1.53,0.596725,0,-1.85992e-006,0,0,6.09327,0,3,0,0,
1.531,0.596725,0,-1.85992e-006,0,0,6.09627,0,3,0,0,
1.532,0.596725,0,-1.85992e-006,0,0,6.09927,0,3,0,0,
1.533,0.596725,0,-1.85992e-006,0,0,6.10227,0,3,0,0,
1.534,0.596725,0,-1.85992e-006,0,0,6.10527,0,3,0,0,
1.535,0.596725,0,-1.85992e-006,0,0,6.10827,0,3,0,0,
1.536,0.596725,0,-1.85992e-006,0,0,6.11127,0,3,0,0,
1.537,0.596725,0,-1.85992e-006,0,0,6.11427,0,3,0,0,
1.538,0.596725,0,-1.85992e-006,0,0,6.11727,0,3,0,0,
1.539,0.596725,0,-1.85992e-006,0,0,6.12027,0,3,0,0,
1.54,0.596725,0,-1.85992e-006,0,0,6.12327,0,3,0,0,
1.541,0.596725,0,-1.85992e-006,0,0,6.12627,0,3,0,0,
1.542,0.596725,0,-1.85992e-006,0,0,6.12927,0,3,0,0,
1.543,0.596725,0,-1.85992e-006,0,0,6.13227,0,3,0,0,
1.544,0.596725,0,-1.85992e-006,0,0,6.13527,0,3,0,0,
1.545,0.596725,0,-1.85992e-006,0,0,6.13827,0,3,0,0,
1.546,0.596725,0,-1.85992e-006,0,0,6.14127,0,3,0,0,
1.547,0.596725,0,-1.85992e-006,0,0,6.14427,0,3,0,0,
1.548,0.596725,0,-1.85992e-006,0,0,6.14727,0,3,0,0,
1.549,0.596725,0,-1.85992e-006,0,0,6.15027,0,3,0,0,
1.55,0.596725,0,-1.85992e-006,0,0,6.15327,0,3,0,0,
1.551,0.596725,0,-1.85992e-006,0,0,6.15627,0,3,0,0,
1.552,0.596725,0,-1.85992e-006,0,0,6.15927,0,3,0,0,
1.553,0.596725,0,-1.85992e-006,0,0,6.16227,0,3,0,0,
1.554,0.596725,0,-1.85992e-006,0,0,6.16527,0,3,0,0,
1.555,0.596725,0,-1.85992e-006,0,0,6.16827,0,3,0,0,
1.556,0.596725,0,-1.85992e-006,0,0,6.17127,0,3,0,0,
1.557,0.596725,0,-1.85992e-006,0,0,6.17427,0,3,0,0,
1.558,0.596725,0,-1.85992e-006,0,0,6.17727,0,3,0,0,
1.559,0.596725,0,-1.85992e-006,0,0,6.18027,0,3,0,0,
1.56,0.596725,0,-1.85992e-006,0,0,6.18327,0,3,0,0,
1.561,0.596725,0,-1.85992e-006,0,0,6.18627,0,3,0,0,
1.562,0.596725,0,-1.85992e-006,0,0,6.18927,0,3,0,0,
1.563,0.596725,0,-1.85992e-006,0,0,6.19227,0,3,0,0,
1.564,0.596725,0,-1.85992e-006,0,0,6.19527,0,3,0,0,
1.565,0.596725,0,-1.85992e-006,0,0,6.19827,0,3,0,0,
1.566,0.596725,0,-1.85992e-006,0,0,6.20127,0,3,0,0,
1.567,0.596725,0,-1.85992e-006,0,0,6.20427,0,3,0,0,
1.568,0.596725,0,-1.85992e-006,0,0,6.20727,0,3,0,0,
1.569,0.596725,0,-1.85992e-006,0,0,6.21027,0,3,0,0,
1.57,0.596725,0,-1.85992e-006,0,0,6.21327,0,3,0,0,
1.571,0.596725,0,-1.85992e-006,0,0,6.21627,0,3,0,0,
1.572,0.596725,0,-1.85992e-006,0,0,6.21927,0,3,0,0,
1.573,0.596725,0,-1.85992e-006,0,0,6.22227,0,3,0,0,
1.574,0.596725,0,-1.85992e-006,0,0,6.22527,0,3,0,0,
1.575,0.596725,0,-1.85992e-006,0,0,6.22827,0,3,0,0,
1.576,0.596725,0,-1.85992e-006,0,0,6.23127,0,3,0,0,
1.577,0.596725,0,-1.85992e-006,0,0,6.23427,0,3,0,0,
1.578,0.596725,0,-1.85992e-006,0,0,6.23727,0,3,0,0,
1.579,0.596725,0,-1.85992e-006,0,0,6.24027,0,3,0,0,
1.58,0.596725,0,-1.85992e-006,0,0,6.24327,0,3,0,0,
1.581,0.596725,0,-1.85992e-006,0,0,6.24627,0,3,0,0,
1.582,0.596725,0,-1.85992e-006,0,0,6.24927,0,3,0,0,
1.583,0.596725,0,-1.85992e-006,0,0,6.25227,0,3,0,0,
1.584,0.596725,0,-1.85992e-006,0,0,6.25527,0,3,0,0,
1.585,0.596725,0,-1.85992e-006,0,0,6.25827,0,3,0,0,
1.586,0.596725,0,-1.85992e-006,0,0,6.26127,0,3,0,0,
1.587,0.596725,0,-1.85992e-006,0,0,6.26427,0,3,0,0,
1.588,0.596725,0,-1.85992e-006,0,0,6.26727,0,3,0,0,
1.589,0.596725,0,-1.85992e-006,0,0,6.27027,0,3,0,0,
1.59,0.596725,0,-1.85992e-006,0,0,6.27327,0,3,0,0,
1.591,0.596725,0,-1.85992e-006,0,0,6.27627,0,3,0,0,
1.592,0.596725,0,-1.85992e-006,0,0,6.27927,0,3,0,0,
1.593,0.596725,0,-1.85992e-006,0,0,6.28227,0,3,0,0,
1.594,0.596725,0,-1.85992e-006,0,0,6.28527,0,3,0,0,
1.595,0.596725,0,-1.85992e-006,0,0,6.28827,0,3,0,0,
1.596,0.596725,0,-1.85992e-006,0,0,6.29127,0,3,0,0,
1.597,0.596725,0,-1.85992e-006,0,0,6.29427,0,3,0,0,
1.598,0.596725,0,-1.85992e-006,0,0,6.29727,0,3,0,0,
1.599,0.596725,0,-1.85992e-006,0,0,6.30027,0,3,0,0,
1.6,0.596725,0,-1.85992e-006,0,0,6.30327,0,3,0,0,
1.601,0.596725,0,-1.85992e-006,0,0,6.30627,0,3,0,0,
1.602,0.596725,0,-1.85992e-006,0,0,6.30927,0,3,0,0,
1.603,0.596725,0,-1.85992e-006,0,0,6.31227,0,3,0,0,
1.604,0.596725,0,-1.85992e-006,0,0,6.31527,0,3,0,0,
1.605,0.596725,0,-1.85992e-006,0,0,6.31827,0,3,0,0,
1.606,0.596725,0,-1.85992e-006,0,0,6.32127,0,3,0,0,
1.607,0.596725,0,-1.85992e-006,0,0,6.32427,0,3,0,0,
1.608,0.596725,0,-1.85992e-006,0,0,6.32727,0,3,0,0,
1.609,0.596725,0,-1.85992e-006,0,0,6.33027,0,3,0,0,
1.61,0.596725,0,-1.85992e-006,0,0,6.33327,0,3,0,0,
1.611,0.596725,0,-1.85992e-006,0,0,6.33627,0,3,0,0,
1.612,0.596725,0,-1.85992e-006,0,0,6.33927,0,3,0,0,
1.613,0.596725,0,-1.85992e-006,0,0,6.34227,0,3,0,0,
1.614,0.596725,0,-1.85992e-006,0,0,6.34527,0,3,0,0,
1.615,0.596725,0,-1.85992e-006,0,0,6.34827,0,3,0,0,
1.616,0.596725,0,-1.85992e-006,0,0,6.35127,0,3,0,0,
1.617,0.596725,0,-1.85992e-006,0,0,6.35427,0,3,0,0,
1.618,0.596725,0,-1.85992e-006,0,0,6.35727,0,3,0,0,
1.619,0.596725,0,-1.85992e-006,0,0,6.36027,0,3,0,0,
1.62,0.596725,0,-1.85992e-006,0,0,6.36327,0,3,0,0,
1.621,0.596725,0,-1.85992e-006,0,0,6.36627,0,3,0,0,
1.622,0.596725,0,-1.85992e-006,0,0,6.36927,0,3,0,0,
1.623,0.596725,0,-1.85992e-006,0,0,6.37227,0,3,0,0,
1.624,0.596725,0,-1.85992e-006,0,0,6.37527,0,3,0,0,
1.625,0.596725,0,-1.85992e-006,0,0,6.37827,0,3,0,0,
1.626,0.596725,0,-1.85992e-006,0,0,6.38127,0,3,0,0,
1.627,0.596725,0,-1.85992e-006,0,0,6.38427,0,3,0,0,
1.628,0.596725,0,-1.85992e-006,0,0,6.38727,0,3,0,0,
1.629,0.596725,0,-1.85992e-006,0,0,6.39027,0,3,0,0,
1.63,0.596725,0,-1.85992e-006,0,0,6.39327,0,3,0,0,
1.631,0.596725,0,-1.85992e-006,0,0,6.39627,0,3,0,0,
1.632,0.596725,0,-1.85992e-006,0,0,6.39927,0,3,0,0,
1.633,0.596725,0,-1.85992e-006,0,0,6.40227,0,3,0,0,
1.634,0.596725,0,-1.85992e-006,0,0,6.40527,0,3,0,0,
1.635,0.596725,0,-1.85992e-006,0,0,6.40827,0,3,0,0,
1.636,0.596725,0,-1.85992e-006,0,0,6.41127,0,3,0,0,
1.637,0.596725,0,-1.85992e-006,0,0,6.41427,0,3,0,0,
1.638,0.596725,0,-1.85992e-006,0,0,6.41727,0,3,0,0,
1.639,0.596725,0,-1.85992e-006,0,0,6.42027,0,3,0,0,
1.64,0.596725,0,-1.85992e-006,0,0,6.42327,0,3,0,0,
1.641,0.596725,0,-1.85992e-006,0,0,6.42627,0,3,0,0,
1.642,0.596725,0,-1.85992e-006,0,0,6.42927,0,3,0,0,
1.643,0.596725,0,-1.85992e-006,0,0,6.43227,0,3,0,0,
1.644,0.596725,0,-1.85992e-006,0,0,6.43527,0,3,0,0,
1.645,0.596725,0,-1.85992e-006,0,0,6.43827,0,3,0,0,
1.646,0.596725,0,-1.85992e-006,0,0,6.44127,0,3,0,0,
1.647,0.596725,0,-1.85992e-006,0,0,6.44427,0,3,0,0,
1.648,0.596725,0,-1.85992e-006,0,0,6.44727,0,3,0,0,
1.649,0.596725,0,-1.85992e-006,0,0,6.45027,0,3,0,0,
1.65,0.596725,0,-1.85992e-006,0,0,6.45327,0,3,0,0,
1.651,0.596725,0,-1.85992e-006,0,0,6.45627,0,3,0,0,
1.652,0.596725,0,-1.85992e-006,0,0,6.45927,0,3,0,0,
1.653,0.596725,0,-1.85992e-006,0,0,6.46227,0,3,0,0,
1.654,0.596725,0,-1.85992e-006,0,0,6.46527,0,3,0,0,
1.655,0.596725,0,-1.85992e-006,0,0,6.46827,0,3,0,0,
1.656,0.596725,0,-1.85992e-006,0,0,6.47127,0,3,0,0,
1.657,0.596725,0,-1.85992e-006,0,0,6.47427,0,3,0,0,
1.658,0.596725,0,-1.85992e-006,0,0,6.47727,0,3,0,0,
1.659,0.596725,0,-1.85992e-006,0,0,6.48027,0,3,0,0,
1.66,0.596725,0,-1.85992e-006,0,0,6.48327,0,3,0,0,
1.661,0.596725,0,-1.85992e-006,0,0,6.48627,0,3,0,0,
1.662,0.596725,0,-1.85992e-006,0,0,6.48927,0,3,0,0,
1.663,0.596725,0,-1.85992e-006,0,0,6.49227,0,3,0,0,
1.664,0.596725,0,-1.85992e-006,0,0,6.49527,0,3,0,0,
1.665,0.596725,0,-1.85992e-006,0,0,6.49827,0,3,0,0,
1.666,0.596725,0,-1.85992e-006,0,0,6.50127,0,3,0,0,
1.667,0.596725,0,-1.85992e-006,0,0,6.50427,0,3,0,0,
1.668,0.596725,0,-1.85992e-006,0,0,6.50727,0,3,0,0,
1.669,0.596725,0,-1.85992e-006,0,0,6.51027,0,3,0,0,
1.67,0.596725,0,-1.85992e-006,0,0,6.51327,0,3,0,0,
1.671,0.596725,0,-1.85992e-006,0,0,6.51627,0,3,0,0,
1.672,0.596725,0,-1.85992e-006,0,0,6.51927,0,3,0,0,
1.673,0.596725,0,-1.85992e-006,0,0,6.52227,0,3,0,0,
1.674,0.596725,0,-1.85992e-006,0,0,6.52527,0,3,0,0,
1.675,0.596725,0,-1.85992e-006,0,0,6.52827,0,3,0,0,
1.676,0.596725,0,-1.85992e-006,0,0,6.53127,0,3,0,0,
1.677,0.596725,0,-1.85992e-006,0,0,6.53427,0,3,0,0,
1.678,0.596725,0,-1.85992e-006,0,0,6.53727,0,3,0,0,
1.679,0.596725,0,-1.85992e-006,0,0,6.54027,0,3,0,0,
1.68,0.596725,0,-1.85992e-006,0,0,6.54327,0,3,0,0,
1.681,0.596725,0,-1.85992e-006,0,0,6.54627,0,3,0,0,
1.682,0.596725,0,-1.85992e-006,0,0,6.54927,0,3,0,0,
1.683,0.596725,0,-1.85992e-006,0,0,6.55227,0,3,0,0,
1.684,0.596725,0,-1.85992e-006,0,0,6.55527,0,3,0,0,
1.685,0.596725,0,-1.85992e-006,0,0,6.55827,0,3,0,0,
1.686,0.596725,0,-1.85992e-006,0,0,6.56127,0,3,0,0,
1.687,0.596725,0,-1.85992e-006,0,0,6.56427,0,3,0,0,
1.688,0.596725,0,-1.85992e-006,0,0,6.56727,0,3,0,0,
1.689,0.596725,0,-1.85992e-006,0,0,6.57027,0,3,0,0,
1.69,0.596725,0,-1.85992e-006,0,0,6.57327,0,3,0,0,
1.691,0.596725,0,-1.85992e-006,0,0,6.57627,0,3,0,0,
1.692,0.596725,0,-1.85992e-006,0,0,6.57927,0,3,0,0,
1.693,0.596725,0,-1.85992e-006,0,0,6.58227,0,3,0,0,
1.694,0.596725,0,-1.85992e-006,0,0,6.58527,0,3,0,0,
1.695,0.596725,0,-1.85992e-006,0,0,6.58827,0,3,0,0,
1.696,0.596725,0,-1.85992e-006,0,0,6.59127,0,3,0,0,
1.697,0.596725,0,-1.85992e-006,0,0,6.59427,0,3,0,0,
1.698,0.596725,0,-1.85992e-006,0,0,6.59727,0,3,0,0,
1.699,0.596725,0,-1.85992e-006,0,0,6.60027,0,3,0,0,
1.7,0.596725,0,-1.85992e-006,0,0,6.60327,0,3,0,0,
1.701,0.596725,0,-1.85992e-006,0,0,6.60627,0,3,0,0,
1.702,0.596725,0,-1.85992e-006,0,0,6.60927,0,3,0,0,
1.703,0.596725,0,-1.85992e-006,0,0,6.61227,0,3,0,0,
1.704,0.596725,0,-1.85992e-006,0,0,6.61527,0,3,0,0,
1.705,0.596725,0,-1.85992e-006,0,0,6.61827,0,3,0,0,
1.706,0.596725,0,-1.85992e-006,0,0,6.62127,0,3,0,0,
1.707,0.596725,0,-1.85992e-006,0,0,6.62427,0,3,0,0,
1.708,0.596725,0,-1.85992e-006,0,0,6.62727,0,3,0,0,
1.709,0.596725,0,-1.85992e-006,0,0,6.63027,0,3,0,0,
1.71,0.596725,0,-1.85992e-006,0,0,6.63327,0,3,0,0,
1.711,0.596725,0,-1.85992e-006,0,0,6.63627,0,3,0,0,
1.712,0.596725,0,-1.85992e-006,0,0,6.63927,0,3,0,0,
1.713,0.596725,0,-1.85992e-006,0,0,6.64227,0,3,0,0,
1.714,0.596725,0,-1.85992e-006,0,0,6.64527,0,3,0,0,
1.715,0.596725,0,-1.85992e-006,0,0,6.64827,0,3,0,0,
1.716,0.596725,0,-1.85992e-006,0,0,6.65127,0,3,0,0,
1.717,0.596725,0,-1.85992e-006,0,0,6.65427,0,3,0,0,
1.718,0.596725,0,-1.85992e-006,0,0,6.65727,0,3,0,0,
1.719,0.596725,0,-1.85992e-006,0,0,6.66027,0,3,0,0,
1.72,0.596725,0,-1.85992e-006,0,0,6.66327,0,3,0,0,
1.721,0.596725,0,-1.85992e-006,0,0,6.66627,0,3,0,0,
1.722,0.596725,0,-1.85992e-006,0,0,6.66927,0,3,0,0,
1.723,0.596725,0,-1.85992e-006,0,0,6.67227,0,3,0,0,
1.724,0.596725,0,-1.85992e-006,0,0,6.67527,0,3,0,0,
1.725,0.596725,0,-1.85992e-006,0,0,6.67827,0,3,0,0,
1.726,0.596725,0,-1.85992e-006,0,0,6.68127,0,3,0,0,
1.727,0.596725,0,-1.85992e-006,0,0,6.68427,0,3,0,0,
1.728,0.596725,0,-1.85992e-006,0,0,6.68727,0,3,0,0,
1.729,0.596725,0,-1.85992e-006,0,0,6.69027,0,3,0,0,
1.73,0.596725,0,-1.85992e-006,0,0,6.69327,0,3,0,0,
1.731,0.596725,0,-1.85992e-006,0,0,6.69627,0,3,0,0,
1.732,0.596725,0,-1.85992e-006,0,0,6.69927,0,3,0,0,
1.733,0.596725,0,-1.85992e-006,0,0,6.70227,0,3,0,0,
1.734,0.596725,0,-1.85992e-006,0,0,6.70527,0,3,0,0,
1.735,0.596725,0,-1.85992e-006,0,0,6.70828,0,3,0,0,
1.736,0.596725,0,-1.85992e-006,0,0,6.71128,0,3,0,0,
1.737,0.596725,0,-1.85992e-006,0,0,6.71428,0,3,0,0,
1.738,0.596725,0,-1.85992e-006,0,0,6.71728,0,3,0,0,
1.739,0.596725,0,-1.85992e-006,0,0,6.72028,0,3,0,0,
1.74,0.596725,0,-1.85992e-006,0,0,6.72328,0,3,0,0,
1.741,0.596725,0,-1.85992e-006,0,0,6.72628,0,3,0,0,
1.742,0.596725,0,-1.85992e-006,0,0,6.72928,0,3,0,0,
1.743,0.596725,0,-1.85992e-006,0,0,6.73228,0,3,0,0,
1.744,0.596725,0,-1.85992e-006,0,0,6.73528,0,3,0,0,
1.745,0.596725,0,-1.85992e-006,0,0,6.73828,0,3,0,0,
1.746,0.596725,0,-1.85992e-006,0,0,6.74128,0,3,0,0,
1.747,0.596725,0,-1.85992e-006,0,0,6.74428,0,3,0,0,
1.748,0.596725,0,-1.85992e-006,0,0,6.74728,0,3,0,0,
1.749,0.596725,0,-1.85992e-006,0,0,6.75028,0,3,0,0,
1.75,0.596725,0,-1.85992e-006,0,0,6.75328,0,3,0,0,
1.751,0.596725,0,-1.85992e-006,0,0,6.75628,0,3,0,0,
1.752,0.596725,0,-1.85992e-006,0,0,6.75928,0,3,0,0,
1.753,0.596725,0,-1.85992e-006,0,0,6.76228,0,3,0,0,
1.754,0.596725,0,-1.85992e-006,0,0,6.76528,0,3,0,0,
1.755,0.596725,0,-1.85992e-006,0,0,6.76828,0,3,0,0,
1.756,0.596725,0,-1.85992e-006,0,0,6.77128,0,3,0,0,
1.757,0.596725,0,-1.85992e-006,0,0,6.77428,0,3,0,0,
1.758,0.596725,0,-1.85992e-006,0,0,6.77728,0,3,0,0,
1.759,0.596725,0,-1.85992e-006,0,0,6.78028,0,3,0,0,
1.76,0.596725,0,-1.85992e-006,0,0,6.78328,0,3,0,0,
1.761,0.596725,0,-1.85992e-006,0,0,6.78628,0,3,0,0,
1.762,0.596725,0,-1.85992e-006,0,0,6.78928,0,3,0,0,
1.763,0.596725,0,-1.85992e-006,0,0,6.79228,0,3,0,0,
1.764,0.596725,0,-1.85992e-006,0,0,6.79528,0,3,0,0,
1.765,0.596725,0,-1.85992e-006,0,0,6.79828,0,3,0,0,
1.766,0.596725,0,-1.85992e-006,0,0,6.80128,0,3,0,0,
1.767,0.596725,0,-1.85992e-006,0,0,6.80428,0,3,0,0,
1.768,0.596725,0,-1.85992e-006,0,0,6.80728,0,3,0,0,
1.769,0.596725,0,-1.85992e-006,0,0,6.81028,0,3,0,0,
1.77,0.596725,0,-1.85992e-006,0,0,6.81328,0,3,0,0,
1.771,0.596725,0,-1.85992e-006,0,0,6.81628,0,3,0,0,
1.772,0.596725,0,-1.85992e-006,0,0,6.81928,0,3,0,0,
1.773,0.596725,0,-1.85992e-006,0,0,6.82228,0,3,0,0,
1.774,0.596725,0,-1.85992e-006,0,0,6.82528,0,3,0,0,
1.775,0.596725,0,-1.85992e-006,0,0,6.82828,0,3,0,0,
1.776,0.596725,0,-1.85992e-006,0,0,6.83128,0,3,0,0,
1.777,0.596725,0,-1.85992e-006,0,0,6.83428,0,3,0,0,
1.778,0.596725,0,-1.85992e-006,0,0,6.83728,0,3,0,0,
1.779,0.596725,0,-1.85992e-006,0,0,6.84028,0,3,0,0,
1.78,0.596725,0,-1.85992e-006,0,0,6.84328,0,3,0,0,
1.781,0.596725,0,-1.85992e-006,0,0,6.84628,0,3,0,0,
1.782,0.596725,0,-1.85992e-006,0,0,6.84928,0,3,0,0,
1.783,0.596725,0,-1.85992e-006,0,0,6.85228,0,3,0,0,
1.784,0.596725,0,-1.85992e-006,0,0,6.85528,0,3,0,0,
1.785,0.596725,0,-1.85992e-006,0,0,6.85828,0,3,0,0,
1.786,0.596725,0,-1.85992e-006,0,0,6.86128,0,3,0,0,
1.787,0.596725,0,-1.85992e-006,0,0,6.86428,0,3,0,0,
1.788,0.596725,0,-1.85992e-006,0,0,6.86728,0,3,0,0,
1.789,0.596725,0,-1.85992e-006,0,0,6.87028,0,3,0,0,
1.79,0.596725,0,-1.85992e-006,0,0,6.87328,0,3,0,0,
1.791,0.596725,0,-1.85992e-006,0,0,6.87628,0,3,0,0,
1.792,0.596725,0,-1.85992e-006,0,0,6.87928,0,3,0,0,
1.793,0.596725,0,-1.85992e-006,0,0,6.88228,0,3,0,0,
1.794,0.596725,0,-1.85992e-006,0,0,6.88528,0,3,0,0,
1.795,0.596725,0,-1.85992e-006,0,0,6.88828,0,3,0,0,
1.796,0.596725,0,-1.85992e-006,0,0,6.89128,0,3,0,0,
1.797,0.596725,0,-1.85992e-006,0,0,6.89428,0,3,0,0,
1.798,0.596725,0,-1.85992e-006,0,0,6.89728,0,3,0,0,
1.799,0.596725,0,-1.85992e-006,0,0,6.90028,0,3,0,0,
1.8,0.596725,0,-1.85992e-006,0,0,6.90328,0,3,0,0,
1.801,0.596725,0,-1.85992e-006,0,0,6.90628,0,3,0,0,
1.802,0.596725,0,-1.85992e-006,0,0,6.90928,0,3,0,0,
1.803,0.596725,0,-1.85992e-006,0,0,6.91228,0,3,0,0,
1.804,0.596725,0,-1.85992e-006,0,0,6.91528,0,3,0,0,
1.805,0.596725,0,-1.85992e-006,0,0,6.91828,0,3,0,0,
1.806,0.596725,0,-1.85992e-006,0,0,6.92128,0,3,0,0,
1.807,0.596725,0,-1.85992e-006,0,0,6.92428,0,3,0,0,
1.808,0.596725,0,-1.85992e-006,0,0,6.92728,0,3,0,0,
1.809,0.596725,0,-1.85992e-006,0,0,6.93028,0,3,0,0,
1.81,0.596725,0,-1.85992e-006,0,0,6.93328,0,3,0,0,
1.811,0.596725,0,-1.85992e-006,0,0,6.93628,0,3,0,0,
1.812,0.596725,0,-1.85992e-006,0,0,6.93928,0,3,0,0,
1.813,0.596725,0,-1.85992e-006,0,0,6.94228,0,3,0,0,
1.814,0.596725,0,-1.85992e-006,0,0,6.94528,0,3,0,0,
1.815,0.596725,0,-1.85992e-006,0,0,6.94828,0,3,0,0,
1.816,0.596725,0,-1.85992e-006,0,0,6.95128,0,3,0,0,
1.817,0.596725,0,-1.85992e-006,0,0,6.95428,0,3,0,0,
1.818,0.596725,0,-1.85992e-006,0,0,6.95728,0,3,0,0,
1.819,0.596725,0,-1.85992e-006,0,0,6.96028,0,3,0,0,
1.82,0.596725,0,-1.85992e-006,0,0,6.96328,0,3,0,0,
1.821,0.596725,0,-1.85992e-006,0,0,6.96628,0,3,0,0,
1.822,0.596725,0,-1.85992e-006,0,0,6.96928,0,3,0,0,
1.823,0.596725,0,-1.85992e-006,0,0,6.97228,0,3,0,0,
